SchYear,DistNumb,DistType,DistName,SchNum,SchCls,SchName,CountyNumber,CountyName,EcoDevRgn,TotFTE,Male,Female,IndianMale,IndianFemale,AsianMale,AsianFemale,HispanicMale,HispanicFemale,BlackMale,BlackFemale,WhiteMale,WhiteFemale,NewAdmin,AvgYrsExp,Exp1_5,Exp6_10,Exp11_15,Exp16_20,Exp21_25,Exp26_30,Exp31Plus,LessThanBA,BA,MA,PhD,EdUnkn,AvgAge,AgeLess25,Age25_29,Age30_34,Age35_44,Age45_54,Age55Plus
14-15,625,1,ST. PAUL PUBLIC SCHOOL DISTRICT                   ,476,10,GROVELAND PARK ELEMENTARY                         ,62,Ramsey                                            ,11,1,0,1,0,0,0,0,0,0,0,0,0,1,0,18,0,0,0,1,0,0,0,0,0,0,0,1,59,0,0,0,0,0,1
14-15,625,1,ST. PAUL PUBLIC SCHOOL DISTRICT                   ,482,10,HAMLINE ELEMENTARY SCHOOL                         ,62,Ramsey                                            ,11,2,1,1,0,0,0,1,0,0,0,0,1,0,0,15,0,0,2,0,0,0,0,0,0,1,0,1,43,0,0,0,1,1,0
14-15,625,1,ST. PAUL PUBLIC SCHOOL DISTRICT                   ,488,10,THE HEIGHTS COMMUNITY SCHOOL                      ,62,Ramsey                                            ,11,1,0,1,0,0,0,0,0,0,0,0,0,1,0,10,0,1,0,0,0,0,0,0,0,1,0,0,55,0,0,0,0,0,1
14-15,625,1,ST. PAUL PUBLIC SCHOOL DISTRICT                   ,489,10,HAZEL PARK PREPARATORY ACADEMY                    ,62,Ramsey                                            ,11,2,1,1,0,0,0,0,0,0,1,1,0,0,0,4,1,1,0,0,0,0,0,0,0,1,1,0,58,0,0,0,1,0,1
14-15,625,1,ST. PAUL PUBLIC SCHOOL DISTRICT                   ,491,10,HIGHLAND PARK ELEMENTARY                          ,62,Ramsey                                            ,11,1,0,1,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,1,0,55,0,0,0,0,0,1
14-15,625,1,ST. PAUL PUBLIC SCHOOL DISTRICT                   ,493,10,JJ HILL MONTESSORI                                ,62,Ramsey                                            ,11,1,0,1,0,0,0,0,0,0,0,0,0,1,0,8,0,1,0,0,0,0,0,0,0,0,0,1,61,0,0,0,0,0,1
14-15,625,1,ST. PAUL PUBLIC SCHOOL DISTRICT                   ,494,10,CAPITOL HILL MAGNET/RONDO                         ,62,Ramsey                                            ,11,3,3,0,0,0,0,0,0,0,1,0,2,0,0,10,1,0,2,0,0,0,0,0,0,2,0,1,55,0,0,0,0,1,2
14-15,625,1,ST. PAUL PUBLIC SCHOOL DISTRICT                   ,496,10,HIGHWOOD HILLS ELEMENTARY                         ,62,Ramsey                                            ,11,1,0,1,0,0,0,1,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,1,0,0,34,0,0,1,0,0,0
14-15,625,1,ST. PAUL PUBLIC SCHOOL DISTRICT                   ,500,10,JACKSON PREPARATORY ELEMENTARY                    ,62,Ramsey                                            ,11,2,1,1,0,0,0,1,0,0,1,0,0,0,0,4,0,1,0,0,0,0,0,0,0,2,0,0,46,0,0,0,1,1,0
14-15,625,1,ST. PAUL PUBLIC SCHOOL DISTRICT                   ,510,10,LINWOOD MONROE ARTS PLUS LOWER                    ,62,Ramsey                                            ,11,1,1,0,0,0,0,0,0,0,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0,1,0,0,45,0,0,0,0,1,0
14-15,625,1,ST. PAUL PUBLIC SCHOOL DISTRICT                   ,518,10,HORACE MANN SCHOOL                                ,62,Ramsey                                            ,11,1,1,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,46,0,0,0,0,1,0
14-15,625,1,ST. PAUL PUBLIC SCHOOL DISTRICT                   ,524,10,MAXFIELD ELEMENTARY SCHOOL                        ,62,Ramsey                                            ,11,1,0,1,0,0,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,1,0,0,53,0,0,0,0,1,0
14-15,625,1,ST. PAUL PUBLIC SCHOOL DISTRICT                   ,527,10,MISSISSIPPI CREATIVE ARTS ELEM                    ,62,Ramsey                                            ,11,2,0,2,0,0,0,1,0,1,0,0,0,0,0,17,0,0,1,0,1,0,0,0,0,2,0,0,44,0,0,0,1,1,0
14-15,625,1,ST. PAUL PUBLIC SCHOOL DISTRICT                   ,528,10,LINWOOD MONROE ARTS PLUS UPPER                    ,62,Ramsey                                            ,11,1,1,0,0,0,0,0,0,0,1,0,0,0,0,5,1,0,0,0,0,0,0,0,0,1,0,0,40,0,0,0,1,0,0
14-15,625,1,ST. PAUL PUBLIC SCHOOL DISTRICT                   ,533,10,NOKOMIS MONTESSORI NORTH CAMPUS                   ,62,Ramsey                                            ,11,2,0,2,0,0,0,0,0,0,0,0,0,2,0,14,0,1,0,0,1,0,0,0,0,2,0,0,56,0,0,0,0,1,1
14-15,625,1,ST. PAUL PUBLIC SCHOOL DISTRICT                   ,541,10,PHALEN LAKE HMONG STUDIES MAGNET                  ,62,Ramsey                                            ,11,2,1,1,0,0,1,0,0,0,0,0,0,1,0,13,0,1,0,1,0,0,0,0,0,2,0,0,47,0,0,0,1,1,0
14-15,625,1,ST. PAUL PUBLIC SCHOOL DISTRICT                   ,545,10,RANDOLPH HEIGHTS ELEMENTARY                       ,62,Ramsey                                            ,11,1,0,1,0,0,0,0,0,0,0,0,0,1,0,12,0,0,1,0,0,0,0,0,0,0,1,0,46,0,0,0,0,1,0
14-15,625,1,ST. PAUL PUBLIC SCHOOL DISTRICT                   ,551,10,RIVERVIEW WEST SCHOOL OF EXCELLENCE               ,62,Ramsey                                            ,11,1,0,1,0,0,0,0,0,1,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,1,0,0,51,0,0,0,0,1,0
14-15,625,1,ST. PAUL PUBLIC SCHOOL DISTRICT                   ,552,10,PAUL & SHEILA WELLSTONE ELEMENTARY                ,62,Ramsey                                            ,11,2,0,2,0,0,0,0,0,1,0,0,0,1,0,17,0,1,0,0,1,0,0,0,0,2,0,0,46,0,0,0,1,1,0
14-15,625,1,ST. PAUL PUBLIC SCHOOL DISTRICT                   ,557,10,ST. ANTHONY PARK ELEMENTARY                       ,62,Ramsey                                            ,11,1,0,1,0,0,0,0,0,0,0,0,0,1,0,22,0,0,0,0,1,0,0,0,0,0,0,1,57,0,0,0,0,0,1
14-15,625,1,ST. PAUL PUBLIC SCHOOL DISTRICT                   ,558,10,SAINT PAUL MUSIC ACADEMY                          ,62,Ramsey                                            ,11,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,56,0,0,0,0,0,1
14-15,625,1,ST. PAUL PUBLIC SCHOOL DISTRICT                   ,578,10,OBAMA SERVICE LEARNING ELEMENTARY                 ,62,Ramsey                                            ,11,2,1,1,0,0,0,0,0,0,1,1,0,0,0,10,1,0,0,1,0,0,0,0,0,1,0,1,50,0,0,0,0,2,0
14-15,625,1,ST. PAUL PUBLIC SCHOOL DISTRICT                   ,579,10,AMERICAN INDIAN MAGNET SCHOOL                     ,62,Ramsey                                            ,11,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,62,0,0,0,0,0,1
14-15,625,1,ST. PAUL PUBLIC SCHOOL DISTRICT                   ,607,50,RIVEREAST PROGRAM                                 ,62,Ramsey                                            ,11,1,1,0,0,0,0,0,0,0,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0,1,0,0,56,0,0,0,0,0,1
14-15,625,1,ST. PAUL PUBLIC SCHOOL DISTRICT                   ,710,41,GORDON PARKS HIGH SCHOOL                          ,62,Ramsey                                            ,11,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,50,0,0,0,0,1,1
14-15,625,1,ST. PAUL PUBLIC SCHOOL DISTRICT                   ,721,41,ALC EVENING HIGH SCHOOL                           ,62,Ramsey                                            ,11,1,0,1,0,0,0,0,0,0,0,0,0,1,0,11,0,0,1,0,0,0,0,0,0,1,0,0,59,0,0,0,0,0,1
14-15,625,1,ST. PAUL PUBLIC SCHOOL DISTRICT                   ,723,41,LEAP HIGH SCHOOL                                  ,62,Ramsey                                            ,11,1,0,1,0,0,0,0,0,1,0,0,0,0,0,13,0,0,1,0,0,0,0,0,0,0,0,1,57,0,0,0,0,0,1
14-15,625,1,ST. PAUL PUBLIC SCHOOL DISTRICT                   ,825,77,BOYS TOTEM TOWN                                   ,62,Ramsey                                            ,11,1,1,0,0,0,0,0,0,0,0,0,1,0,0,15,0,0,1,0,0,0,0,0,0,1,0,0,49,0,0,0,0,1,0
14-15,625,1,ST. PAUL PUBLIC SCHOOL DISTRICT                   ,0,0,Totals                                            ,62,Ramsey                                            ,11,129.83,47,82.83,1,1,3,8.83,1,6,11,20,31,47,0,10,20.17,34,35.83,15.83,9,0,0,1,0,96.66,13.17,19,48,0,0,3,38.17,57.66,31
14-15,630,1,RED LAKE FALLS PUBLIC SCHOOL DIST.                ,0,0,RED LAKE FALLS PUBLIC SCHOOL DIST.                ,63,Red Lake                                          ,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,15,0,0,0.5,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0.5,0
14-15,630,1,RED LAKE FALLS PUBLIC SCHOOL DIST.                ,10,10,J.A. HUGHES ELEMENTARY                            ,63,Red Lake                                          ,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,10,0,1,0,0,0,0,0,0,0,0,0,1,36,0,0,0,1,0,0
14-15,630,1,RED LAKE FALLS PUBLIC SCHOOL DIST.                ,20,33,LAFAYETTE SECONDARY                               ,63,Red Lake                                          ,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,14,0,0,1,0,0,0,0,0,0,0,0,1,44,0,0,0,1,0,0
14-15,630,1,RED LAKE FALLS PUBLIC SCHOOL DIST.                ,0,0,Totals                                            ,63,Red Lake                                          ,1,2.5,2.5,0,0,0,0,0,0,0,0,0,2.5,0,0,13,0,1,1.5,0,0,0,0,0,0,0,0,2,43,0,0,0,2,0.5,0
14-15,635,1,MILROY PUBLIC SCHOOL DISTRICT                     ,0,0,MILROY PUBLIC SCHOOL DISTRICT                     ,64,Redwood                                           ,6,0.17,0.17,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0.17,0
14-15,635,1,MILROY PUBLIC SCHOOL DISTRICT                     ,0,0,Totals                                            ,64,Redwood                                           ,6,0.17,0.17,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0.17,0
14-15,640,1,WABASSO PUBLIC SCHOOL DISTRICT                    ,0,0,WABASSO PUBLIC SCHOOL DISTRICT                    ,64,Redwood                                           ,6,0.83,0.83,0,0,0,0,0,0,0,0,0,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0.83,0,0,45,0,0,0,0,0.83,0
14-15,640,1,WABASSO PUBLIC SCHOOL DISTRICT                    ,20,33,WABASSO SECONDARY                                 ,64,Redwood                                           ,6,1,1,0,0,0,0,0,0,0,0,0,1,0,0,8,0,1,0,0,0,0,0,0,0,1,0,0,51,0,0,0,0,1,0
14-15,640,1,WABASSO PUBLIC SCHOOL DISTRICT                    ,0,0,Totals                                            ,64,Redwood                                           ,6,1.83,1.83,0,0,0,0,0,0,0,0,0,1.83,0,0,4,0,1,0,0,0,0,0,0,0,1.83,0,0,48,0,0,0,0,1.83,0
14-15,656,1,FARIBAULT PUBLIC SCHOOL DISTRICT                  ,0,0,FARIBAULT PUBLIC SCHOOL DISTRICT                  ,66,Rice                                              ,10,3.5,1,2.5,0,0,0,0,0,0,0,0,1,2.5,0,11,1,0,2,0.5,0,0,0,0,0,2.5,0,1,48,0,0,0,1,2.5,0
14-15,656,1,FARIBAULT PUBLIC SCHOOL DISTRICT                  ,30,10,JEFFERSON ELEMENTARY                              ,66,Rice                                              ,10,1,0,1,0,0,0,0,0,0,0,0,0,1,0,18,0,0,0,1,0,0,0,0,0,0,0,1,47,0,0,0,0,1,0
14-15,656,1,FARIBAULT PUBLIC SCHOOL DISTRICT                  ,40,10,LINCOLN ELEMENTARY                                ,66,Rice                                              ,10,1,1,0,0,0,0,0,0,0,0,0,1,0,0,23,0,0,0,0,1,0,0,0,0,1,0,0,55,0,0,0,0,0,1
14-15,656,1,FARIBAULT PUBLIC SCHOOL DISTRICT                  ,45,10,ROOSEVELT ELEMENTARY                              ,66,Rice                                              ,10,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,48,0,0,0,0,1,0
14-15,656,1,FARIBAULT PUBLIC SCHOOL DISTRICT                  ,70,20,FARIBAULT MIDDLE                                  ,66,Rice                                              ,10,2,1,1,0,0,0,0,0,0,0,0,1,1,0,9,0,1,1,0,0,0,0,0,0,1,0,1,41,0,0,0,2,0,0
14-15,656,1,FARIBAULT PUBLIC SCHOOL DISTRICT                  ,80,32,FARIBAULT SENIOR HIGH                             ,66,Rice                                              ,10,2.17,2.17,0,0,0,0,0,0,0,0,0,2.17,0,0,18,0,2,0,0,0,0,0.17,0,0.17,2,0,0,52,0,0,0,1,0,1.17
14-15,656,1,FARIBAULT PUBLIC SCHOOL DISTRICT                  ,81,41,FARIBAULT AREA LEARNING CENTER                    ,66,Rice                                              ,10,1,0,1,0,0,0,0,0,0,0,0,0,1,0,19,0,0,0,1,0,0,0,0,0,1,0,0,46,0,0,0,0,1,0
14-15,656,1,FARIBAULT PUBLIC SCHOOL DISTRICT                  ,0,0,Totals                                            ,66,Rice                                              ,10,11.67,6.17,5.5,0,0,0,0,0,0,0,0,6.17,5.5,0,13,1,3,3,2.5,1,0,0.17,0,0.17,7.5,0,4,48,0,0,0,4,5.5,2.17
14-15,659,1,NORTHFIELD PUBLIC SCHOOL DISTRICT                 ,0,0,NORTHFIELD PUBLIC SCHOOL DISTRICT                 ,66,Rice                                              ,10,3.5,1,2.5,0,0,0,0,0,0,0,0,1,2.5,0,6,0,1,0,0.5,0,0,0,0,0,2,1,0,46,0,0,1,1,0.5,1
14-15,659,1,NORTHFIELD PUBLIC SCHOOL DISTRICT                 ,1,32,NORTHFIELD SENIOR HIGH                            ,66,Rice                                              ,10,3,2,1,0,0,0,0,0,0,0,0,2,1,0,12,0,1,1,1,0,0,0,0,0,2,0,1,51,0,0,0,0,2,1
14-15,659,1,NORTHFIELD PUBLIC SCHOOL DISTRICT                 ,2,20,NORTHFIELD MIDDLE                                 ,66,Rice                                              ,10,2,2,0,0,0,0,0,0,0,0,0,2,0,0,11,1,0,0,1,0,0,0,0,0,2,0,0,47,0,0,0,0,2,0
14-15,659,1,NORTHFIELD PUBLIC SCHOOL DISTRICT                 ,3,10,GREENVALE PARK ELEMENTARY                         ,66,Rice                                              ,10,1,1,0,0,0,0,0,0,0,0,0,1,0,0,20,0,0,0,1,0,0,0,0,0,1,0,0,54,0,0,0,0,1,0
14-15,659,1,NORTHFIELD PUBLIC SCHOOL DISTRICT                 ,7,10,BRIDGEWATER ELEMENTARY                            ,66,Rice                                              ,10,1,0,1,0,0,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,1,0,0,49,0,0,0,0,1,0
14-15,659,1,NORTHFIELD PUBLIC SCHOOL DISTRICT                 ,8,10,SIBLEY ELEMENTARY                                 ,66,Rice                                              ,10,1,1,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,44,0,0,0,1,0,0
14-15,659,1,NORTHFIELD PUBLIC SCHOOL DISTRICT                 ,85,41,NORTHFIELD AREA LEARNING CENTER                   ,66,Rice                                              ,10,1,1,0,0,0,0,0,0,0,0,0,1,0,0,13,0,0,1,0,0,0,0,0,0,1,0,0,38,0,0,0,1,0,0
14-15,659,1,NORTHFIELD PUBLIC SCHOOL DISTRICT                 ,0,0,Totals                                            ,66,Rice                                              ,10,12.5,8,4.5,0,0,0,0,0,0,0,0,8,4.5,0,9,3,2,2,3.5,0,0,0,0,0,10,1,1,47,0,0,1,3,6.5,2
14-15,671,1,HILLS-BEAVER CREEK SCHOOL DISTRICT                ,0,0,HILLS-BEAVER CREEK SCHOOL DISTRICT                ,67,Rock                                              ,6,0.54,0.54,0,0,0,0,0,0,0,0,0,0.54,0,0,9,0,0.54,0,0,0,0,0,0,0,0.54,0,0,46,0,0,0,0,0.54,0
14-15,671,1,HILLS-BEAVER CREEK SCHOOL DISTRICT                ,10,10,HILLS-BEAVER CREEK ELEMENTARY                     ,67,Rock                                              ,6,1,1,0,0,0,0,0,0,0,0,0,1,0,0,15,0,0,1,0,0,0,0,0,0,1,0,0,37,0,0,0,1,0,0
14-15,671,1,HILLS-BEAVER CREEK SCHOOL DISTRICT                ,20,33,HILLS-BEAVER CREEK SECONDARY                      ,67,Rock                                              ,6,0.64,0.64,0,0,0,0,0,0,0,0,0,0.64,0,0,23,0,0.47,0,0,0,0,0.17,0,0.17,0.47,0,0,51,0,0,0,0,0.47,0.17
14-15,671,1,HILLS-BEAVER CREEK SCHOOL DISTRICT                ,0,0,Totals                                            ,67,Rock                                              ,6,2.18,2.18,0,0,0,0,0,0,0,0,0,2.18,0,0,15,0,1.01,1,0,0,0,0.17,0,0.17,2.01,0,0,46,0,0,0,1,1.01,0.17
14-15,676,1,BADGER PUBLIC SCHOOL DISTRICT                     ,0,0,BADGER PUBLIC SCHOOL DISTRICT                     ,68,Roseau                                            ,1,1.6,1.6,0,0,0,0,0,0,0,0,0,1.6,0,0,9,0,1.6,0,0,0,0,0,0,1,0.6,0,0,47,0,0,0,0,1.6,0
14-15,676,1,BADGER PUBLIC SCHOOL DISTRICT                     ,0,0,Totals                                            ,68,Roseau                                            ,1,1.6,1.6,0,0,0,0,0,0,0,0,0,1.6,0,0,9,0,1.6,0,0,0,0,0,0,1,0.6,0,0,47,0,0,0,0,1.6,0
14-15,682,1,ROSEAU PUBLIC SCHOOL DISTRICT                     ,0,0,ROSEAU PUBLIC SCHOOL DISTRICT                     ,68,Roseau                                            ,1,1.5,1,0.5,0,0,0,0,0,0,0,0,1,0.5,0,6,0.5,1,0,0,0,0,0,0,0,0.5,0,1,48,0,0,0,0.5,0,1
14-15,682,1,ROSEAU PUBLIC SCHOOL DISTRICT                     ,10,10,ROSEAU ELEMENTARY                                 ,68,Roseau                                            ,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,46,0,0,0,0,1,0
14-15,682,1,ROSEAU PUBLIC SCHOOL DISTRICT                     ,20,33,ROSEAU SECONDARY                                  ,68,Roseau                                            ,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,15,0,1,0,1,0,0,0,0,0,2,0,0,45,0,0,0,1,1,0
14-15,682,1,ROSEAU PUBLIC SCHOOL DISTRICT                     ,0,0,Totals                                            ,68,Roseau                                            ,1,4.5,4,0.5,0,0,0,0,0,0,0,0,4,0.5,0,9,1.5,2,0,1,0,0,0,0,0,3.5,0,1,46,0,0,0,1.5,2,1
14-15,690,1,WARROAD PUBLIC SCHOOL DISTRICT                    ,0,0,WARROAD PUBLIC SCHOOL DISTRICT                    ,68,Roseau                                            ,1,2.2,2,0.2,0,0,0,0,0,0,0,0,2,0.2,0,15,0.2,0,0,1,1,0,0,0,1,1,0,0,45,0,0,0,0.2,2,0
14-15,690,1,WARROAD PUBLIC SCHOOL DISTRICT                    ,10,10,WARROAD ELEMENTARY                                ,68,Roseau                                            ,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,48,0,0,0,0,1,0
14-15,690,1,WARROAD PUBLIC SCHOOL DISTRICT                    ,30,33,WARROAD HIGH SCHOOL                               ,68,Roseau                                            ,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,19,0,0,0,1,0,0,0,0,0,1,0,0,49,0,0,0,0,1,0
14-15,690,1,WARROAD PUBLIC SCHOOL DISTRICT                    ,0,0,Totals                                            ,68,Roseau                                            ,1,4.2,3,1.2,0,0,0,0,0,0,0,0,3,1.2,0,12,0.2,0,0,2,1,0,0,0,1,3,0,0,46,0,0,0,0.2,4,0
14-15,695,1,CHISHOLM PUBLIC SCHOOL DISTRICT                   ,0,0,CHISHOLM PUBLIC SCHOOL DISTRICT                   ,69,St. Louis                                         ,3,0.5,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,12,0,0,0.5,0,0,0,0,0,0,0.5,0,0,62,0,0,0,0,0,0.5
14-15,695,1,CHISHOLM PUBLIC SCHOOL DISTRICT                   ,101,10,VAUGHAN ELEMENTARY                                ,69,St. Louis                                         ,3,0.5,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,12,0,0,0.5,0,0,0,0,0,0,0.5,0,0,62,0,0,0,0,0,0.5
14-15,695,1,CHISHOLM PUBLIC SCHOOL DISTRICT                   ,301,10,CHISHOLM ELEMENTARY                               ,69,St. Louis                                         ,3,0.67,0.67,0,0,0,0,0,0,0,0,0,0.67,0,0,8,0,0.67,0,0,0,0,0,0,0,0.67,0,0,39,0,0,0,0.67,0,0
14-15,695,1,CHISHOLM PUBLIC SCHOOL DISTRICT                   ,302,33,CHISHOLM SECONDARY                                ,69,St. Louis                                         ,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,12,0,0,1,0,0,0,0,0,0,1,0,0,43,0,0,0,1,0,0
14-15,695,1,CHISHOLM PUBLIC SCHOOL DISTRICT                   ,0,0,Totals                                            ,69,St. Louis                                         ,3,2.67,2.67,0,0,0,0,0,0,0,0,0,2.67,0,0,11,0,0.67,2,0,0,0,0,0,0,2.67,0,0,51,0,0,0,1.67,0,1
14-15,696,1,ELY PUBLIC SCHOOL DISTRICT                        ,0,0,ELY PUBLIC SCHOOL DISTRICT                        ,69,St. Louis                                         ,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,60,0,0,0,0,0,1
14-15,696,1,ELY PUBLIC SCHOOL DISTRICT                        ,1,20,MEMORIAL MIDDLE SCHOOL                            ,69,St. Louis                                         ,3,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,49,0,0,0,0,0.5,0
14-15,696,1,ELY PUBLIC SCHOOL DISTRICT                        ,2,10,WASHINGTON ELEMENTARY                             ,69,St. Louis                                         ,3,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,7,0,0.5,0,0,0,0,0,0,0,0.5,0,0,35,0,0,0,0.5,0,0
14-15,696,1,ELY PUBLIC SCHOOL DISTRICT                        ,3,32,MEMORIAL HIGH SCHOOL                              ,69,St. Louis                                         ,3,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,49,0,0,0,0,0.5,0
14-15,696,1,ELY PUBLIC SCHOOL DISTRICT                        ,0,0,Totals                                            ,69,St. Louis                                         ,3,2.5,0,2.5,0,0,0,0,0,0,0,0,0,2.5,0,1,0,0.5,0,0,0,0,0,0,0,2.5,0,0,48,0,0,0,0.5,1,1
14-15,698,1,FLOODWOOD PUBLIC SCHOOL DISTRICT                  ,0,0,FLOODWOOD PUBLIC SCHOOL DISTRICT                  ,69,St. Louis                                         ,3,1.5,0.5,1,0,0,0,0,0,0,0,0,0.5,1,0,8,1,0,0.5,0,0,0,0,0,0,0,0,1.5,54,0,0,0,1,0,0.5
14-15,698,1,FLOODWOOD PUBLIC SCHOOL DISTRICT                  ,0,0,Totals                                            ,69,St. Louis                                         ,3,1.5,0.5,1,0,0,0,0,0,0,0,0,0.5,1,0,8,1,0,0.5,0,0,0,0,0,0,0,0,1.5,54,0,0,0,1,0,0.5
14-15,700,1,HERMANTOWN PUBLIC SCHOOL DISTRICT                 ,0,0,HERMANTOWN PUBLIC SCHOOL DISTRICT                 ,69,St. Louis                                         ,3,2.51,1,1.51,0,0,0,0,0,0,0,0,1,1.51,0,9,1,1,0,0.08,0,0,0,0,0,0,0,2,53,0,0,0,1,1,0.51
14-15,700,1,HERMANTOWN PUBLIC SCHOOL DISTRICT                 ,10,10,HERMANTOWN ELEMENTARY                             ,69,St. Louis                                         ,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,13,0,0,1,0,0,0,0,0,0,0,0,1,53,0,0,0,0,1,0
14-15,700,1,HERMANTOWN PUBLIC SCHOOL DISTRICT                 ,15,20,HERMANTOWN MIDDLE                                 ,69,St. Louis                                         ,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,25,0,0,0,0,1,0,0,0,0,0,0,1,52,0,0,0,0,1,0
14-15,700,1,HERMANTOWN PUBLIC SCHOOL DISTRICT                 ,20,32,HERMANTOWN SENIOR HIGH                            ,69,St. Louis                                         ,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,7,0,1,0,0,0,0,0,0,0,0,0,1,41,0,0,0,1,0,0
14-15,700,1,HERMANTOWN PUBLIC SCHOOL DISTRICT                 ,0,0,Totals                                            ,69,St. Louis                                         ,3,5.51,3,2.51,0,0,0,0,0,0,0,0,3,2.51,0,11,1,2,1,0.08,1,0,0,0,0,0,0,5,51,0,0,0,2,3,0.51
14-15,701,1,HIBBING PUBLIC SCHOOL DISTRICT                    ,0,0,HIBBING PUBLIC SCHOOL DISTRICT                    ,69,St. Louis                                         ,3,2.8,2.8,0,0,0,0,0,0,0,0,0,2.8,0,0,4,1,1,0,0,0,0,0,0,0,2.8,0,0,45,0,0,0,1.8,0,1
14-15,701,1,HIBBING PUBLIC SCHOOL DISTRICT                    ,140,10,GREENHAVEN ELEMENTARY                             ,69,St. Louis                                         ,3,0.5,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,10,0,0.5,0,0,0,0,0,0,0,0,0,0.5,45,0,0,0,0,0.5,0
